comment,sentiment
尖吻蝮蛇血凝酶注射剂,19
尖吻蝮蛇血凝酶 1u*1支,19
尖吻蝮蛇血凝酶针,19
注射用尖吻蝮蛇血凝酶(1U*4瓶/盒),19
#尖吻蝮蛇血凝酶(苏灵)粉针,19
尖吻蝮蛇血凝酶粉针(苏灵),19
尖吻蝮蛇血凝酶/苏灵,19
注射用尖吻蝮蛇血凝酶[1单位],19
※注射用尖吻蝮蛇血凝酶(苏灵）,19
注射用尖吻蝮蛇血凝酶△,19
尖吻腹蛇血凝酶粉针[乙]/1单位/支/支,19
注射用尖吻蝮蛇血凝酶（苏灵）,19
苏灵针（尖吻蝮蛇血凝酶）,19
注射用尖吻蝮蛇血凝酶(冻干)(苏灵),19
尖吻腹蛇血凝酶针,19
注射用尖吻蝮蛇血凝酶乙,19
QYZ注射用尖吻蝮蛇血凝酶(苏灵)[1单位],19
尖吻蝮蛇血凝酶(苏灵),19
(18新)尖吻蝮蛇血凝酶,19
注射用尖吻蝮蛇血凝酶/1KU/支,19
(新)注射用尖吻蝮蛇血凝酶,19
尖吻蝮蛇血凝酶(苏灵)针,19
尖吻蝮蛇血凝酶[1KU],19
注射用尖吻腹蛇血凝酶,19
尖吻腹蛇血凝酶粉针,19
尖吻蝮蛇血凝酶注射,19
尖吻蝮蛇血凝酶(苏灵)粉针,19
注射用尖吻蝮蛇血凝酶(冻干),19
[苏灵针]尖吻蝮蛇血凝酶/1u/瓶,19
香丹注射液,20
＃香丹注射液,20
香丹注射液(限二级及以上医疗机构),20
(18新)香丹注射液,20
香丹注射液（电子监管）,20
香丹注射液*,20
香丹注射液(丹参),20
香丹注射液(复方丹参注射液),20
香丹注射液（10ml）,20
*香丹注射液,20
香丹注射液【限】,20
非医保成药费(香丹注射液(A)),20
香丹(复方丹参)针,20
(新)香丹注射液,20
复方丹参针（香丹针）,20
香丹注射液(香丹注射液(A)),20
香丹注射液/10ml*5/支,20
香丹注射液(复方丹参),20
Ｃ▲香丹注射液,20
香丹注射液(10ML)(需精密),20
香丹注射液(2017年版),20
香丹注射液（20ml),20
(国)香丹注射液,20
香丹注射液★限◆●,20
香丹注射液(20ml-四川升和),20
(甲)香丹注射液,20
复方丹参针,20
康艾注射液,21
康艾注射液(限说明书标明恶性肿瘤的中晚期治疗),21
康艾注射剂,21
康艾注射液G2,21
康艾注射液G,21
康艾注射液5ml,21
康艾注射液(10ml),21
＃康艾注射液,21
（20ml）康艾注射液,21
<乙10%▲>康艾注射液,21
（10ml)康艾注射液,21
康艾注射液(限专)[10ml],21
康艾注射液(限专)[20ml],21
康艾注射液 10ml*1支,21
康艾注射液/10ml/支(非适应症),21
康艾注射液(10ml/支),21
康艾注射液(乙)！#Y！,21
康艾注射液20ml,21
康艾注射液（10ml),21
康艾注射液(限制) ,21
康艾针,21
康艾注射液[20ml](乙)！#Y！,21
康艾注射液/康艾注射液,21
※康艾针,21
▲康艾注射液,21
(自费)康艾注射液,21
Ｃ▲康艾注射液,21
康艾注射液(10ml支),21
康艾注射液*,21
康艾注射液(限中晚期肿瘤),21
康艾注射液(云光洞),21
康艾注射液N,21
康艾注射液(非适应症),21
△康艾注射液,21
[Z1]康艾注射液(乙限)[10ml],21
康艾注射液[10ml/支],21
康艾注射液【危】,21
●康艾注射液&lt;10ml×1支&gt;,21
康艾针[乙],21
■康艾注射液,21
康艾注射液(无适应症),21
康艾注射液（20ml）,21
康艾注射液[20ml/支],21
康艾注射液[医保],21
(乙)康艾注射液,21
辅康艾颗粒,21
康艾注射液（非中晚期肿瘤/超量/出院带/不符合适应症）,21
康艾注射液(长白山),21
康艾注射液[10ml],21
L康艾注射液,21
